0.135 0.0287516 -0.971256 -0.00173578 0.22615 0.225974 -0.025797 1.037 0.0235126 -0.983028 0.2477 0.148053 0.151594
0.136 0.0289779 -0.97103 -0.00176167 0.226347 0.226168 -0.0259888 1.03724 0.0236605 -0.982877 0.247305 0.147664 0.151978
0.137 0.0292043 -0.970804 -0.00178775 0.226544 0.226363 -0.0261806 1.03749 0.0238079 -0.982724 0.246911 0.147275 0.152361
0.138 0.029431 -0.970578 -0.00181403 0.226742 0.226557 -0.0263725 1.03774 0.023955 -0.982572 0.246517 0.146886 0.152745
0.139 0.0296578 -0.970351 -0.0018405 0.226939 0.226752 -0.0265643 1.03798 0.0241017 -0.982419 0.246122 0.146497 0.153129
0.14 0.0298848 -0.970124 -0.00186716 0.227136 0.226946 -0.0267562 1.03823 0.024248 -0.982266 0.245728 0.146108 0.153512
0.141 0.0301121 -0.969897 -0.00189401 0.227334 0.227141 -0.026948 1.03848 0.0243939 -0.982112 0.245333 0.145718 0.153896
0.142 0.0303395 -0.96967 -0.00192105 0.227531 0.227335 -0.0271399 1.03872 0.0245394 -0.981958 0.244938 0.145329 0.15428
0.143 0.0305671 -0.969442 -0.00194829 0.227728 0.22753 -0.0273318 1.03897 0.0246846 -0.981803 0.244543 0.14494 0.154664
0.144 0.030795 -0.969215 -0.00197572 0.227926 0.227725 -0.0275237 1.03921 0.0248293 -0.981649 0.244148 0.14455 0.155047
0.145 0.031023 -0.968987 -0.00200334 0.228123 0.22792 -0.0277156 1.03945 0.0249737 -0.981493 0.243753 0.144161 0.155431
0.146 0.0312512 -0.968759 -0.00203115 0.228321 0.228114 -0.0279075 1.0397 0.0251176 -0.981338 0.243358 0.143771 0.155815
0.147 0.0314796 -0.968531 -0.00205915 0.228519 0.228309 -0.0280995 1.03994 0.0252612 -0.981182 0.242962 0.143382 0.156199
0.148 0.0317082 -0.968302 -0.00208735 0.228716 0.228504 -0.0282914 1.04018 0.0254044 -0.981025 0.242567 0.142992 0.156583
0.149 0.0319371 -0.968074 -0.00211574 0.228914 0.228699 -0.0284834 1.04043 0.0255472 -0.980869 0.242171 0.142602 0.156967
0.15 0.0321661 -0.967845 -0.00214431 0.229112 0.228894 -0.0286754 1.04067 0.0256896 -0.980711 0.241776 0.142213 0.157351
0.151 0.0323953 -0.967616 -0.00217309 0.22931 0.229089 -0.0288674 1.04091 0.0258316 -0.980554 0.24138 0.141823 0.157735
0.152 0.0326247 -0.967387 -0.00220205 0.229508 0.229284 -0.0290594 1.04115 0.0259733 -0.980396 0.240984 0.141433 0.158119
0.153 0.0328543 -0.967157 -0.0022312 0.229706 0.229479 -0.0292514 1.04139 0.0261145 -0.980238 0.240588 0.141043 0.158503
0.154 0.0330841 -0.966928 -0.00226055 0.229904 0.229674 -0.0294434 1.04163 0.0262553 -0.980079 0.240192 0.140653 0.158887
0.155 0.0333141 -0.966698 -0.00229009 0.230102 0.229869 -0.0296355 1.04187 0.0263958 -0.97992 0.239796 0.140263 0.159271
0.156 0.0335443 -0.966468 -0.00231982 0.2303 0.230064 -0.0298275 1.04211 0.0265359 -0.97976 0.2394 0.139872 0.159655
0.157 0.0337747 -0.966238 -0.00234975 0.230498 0.230259 -0.0300196 1.04235 0.0266755 -0.979601 0.239003 0.139482 0.160039
0.158 0.0340053 -0.966007 -0.00237986 0.230697 0.230454 -0.0302117 1.04259 0.0268148 -0.97944 0.238607 0.139092 0.160423
0.159 0.0342361 -0.965777 -0.00241017 0.230895 0.230649 -0.0304038 1.04283 0.0269537 -0.97928 0.23821 0.138701 0.160808
0.16 0.0344671 -0.965546 -0.00244067 0.231093 0.230845 -0.0305959 1.04307 0.0270922 -0.979119 0.237813 0.138311 0.161192
0.161 0.0346983 -0.965315 -0.00247136 0.231292 0.23104 -0.030788 1.0433 0.0272303 -0.978957 0.237416 0.13792 0.161576
0.162 0.0349297 -0.965084 -0.00250225 0.23149 0.231235 -0.0309802 1.04354 0.0273681 -0.978796 0.237019 0.13753 0.16196
0.163 0.0351613 -0.964853 -0.00253332 0.231689 0.231431 -0.0311723 1.04378 0.0275054 -0.978633 0.236622 0.137139 0.162345
0.164 0.0353931 -0.964621 -0.00256459 0.231887 0.231626 -0.0313645 1.04401 0.0276424 -0.978471 0.236225 0.136748 0.162729
0.165 0.035625 -0.964389 -0.00259605 0.232086 0.231821 -0.0315567 1.04425 0.0277789 -0.978308 0.235828 0.136357 0.163113
0.166 0.0358572 -0.964158 -0.0026277 0.232285 0.232017 -0.0317489 1.04449 0.0279151 -0.978145 0.23543 0.135966 0.163498
0.167 0.0360896 -0.963925 -0.00265955 0.232484 0.232212 -0.0319412 1.04472 0.0280508 -0.977981 0.235033 0.135575 0.163882
0.168 0.0363222 -0.963693 -0.00269159 0.232682 0.232408 -0.0321334 1.04496 0.0281862 -0.977817 0.234635 0.135184 0.164267
0.169 0.036555 -0.963461 -0.00272382 0.232881 0.232603 -0.0323257 1.04519 0.0283212 -0.977652 0.234237 0.134793 0.164651
0.17 0.036788 -0.963228 -0.00275624 0.23308 0.232799 -0.032518 1.04542 0.0284558 -0.977488 0.233839 0.134402 0.165036
0.171 0.0370211 -0.962995 -0.00278885 0.233279 0.232995 -0.0327103 1.04566 0.02859 -0.977322 0.233441 0.13401 0.165421
0.172 0.0372545 -0.962762 -0.00282166 0.233478 0.23319 -0.0329026 1.04589 0.0287238 -0.977157 0.233043 0.133619 0.165805
0.173 0.0374881 -0.962529 -0.00285466 0.233677 0.233386 -0.0330949 1.04612 0.0288572 -0.976991 0.232645 0.133228 0.16619
0.174 0.0377219 -0.962295 -0.00288785 0.233877 0.233582 -0.0332873 1.04636 0.0289903 -0.976824 0.232247 0.132836 0.166575
0.175 0.0379559 -0.962061 -0.00292123 0.234076 0.233778 -0.0334796 1.04659 0.0291229 -0.976658 0.231848 0.132444 0.166959
0.176 0.03819 -0.961828 -0.00295481 0.234275 0.233974 -0.033672 1.04682 0.0292552 -0.97649 0.23145 0.132053 0.167344
0.177 0.0384244 -0.961594 -0.00298858 0.234475 0.234169 -0.0338644 1.04705 0.029387 -0.976323 0.231051 0.131661 0.167729
0.178 0.038659 -0.961359 -0.00302254 0.234674 0.234365 -0.0340569 1.04728 0.0295185 -0.976155 0.230652 0.131269 0.168114
0.179 0.0388937 -0.961125 -0.00305669 0.234873 0.234561 -0.0342493 1.04751 0.0296496 -0.975987 0.230253 0.130877 0.168499
0.18 0.0391287 -0.96089 -0.00309103 0.235073 0.234757 -0.0344418 1.04774 0.0297802 -0.975818 0.229854 0.130485 0.168884
0.181 0.0393639 -0.960655 -0.00312557 0.235273 0.234953 -0.0346343 1.04797 0.0299105 -0.975649 0.229455 0.130093 0.169269
0.182 0.0395993 -0.96042 -0.0031603 0.235472 0.23515 -0.0348268 1.0482 0.0300404 -0.975479 0.229055 0.129701 0.169654
0.183 0.0398348 -0.960185 -0.00319523 0.235672 0.235346 -0.0350193 1.04843 0.0301699 -0.97531 0.228656 0.129309 0.170039
0.184 0.0400706 -0.95995 -0.00323034 0.235872 0.235542 -0.0352118 1.04866 0.030299 -0.975139 0.228256 0.128916 0.170424
0.185 0.0403066 -0.959714 -0.00326565 0.236072 0.235738 -0.0354044 1.04889 0.0304278 -0.974969 0.227857 0.128524 0.170809
0.186 0.0405428 -0.959478 -0.00330115 0.236272 0.235934 -0.035597 1.04911 0.0305561 -0.974798 0.227457 0.128131 0.171194
0.187 0.0407791 -0.959242 -0.00333684 0.236472 0.236131 -0.0357896 1.04934 0.030684 -0.974626 0.227057 0.127739 0.171579
0.188 0.0410157 -0.959006 -0.00337273 0.236672 0.236327 -0.0359822 1.04957 0.0308116 -0.974455 0.226657 0.127346 0.171964
0.189 0.0412525 -0.958769 -0.00340881 0.236872 0.236523 -0.0361749 1.0498 0.0309387 -0.974282 0.226257 0.126953 0.17235
0.19 0.0414894 -0.958533 -0.00344508 0.237072 0.23672 -0.0363676 1.05002 0.0310655 -0.97411 0.225856 0.126561 0.172735
0.191 0.0417266 -0.958296 -0.00348154 0.237272 0.236916 -0.0365603 1.05025 0.0311918 -0.973937 0.225456 0.126168 0.173121
0.192 0.041964 -0.958059 -0.0035182 0.237472 0.237113 -0.036753 1.05047 0.0313178 -0.973764 0.225055 0.125775 0.173506
0.193 0.0422016 -0.957822 -0.00355505 0.237673 0.237309 -0.0369457 1.0507 0.0314434 -0.97359 0.224654 0.125381 0.173891
